codigoPostal|codigoSubPostal|descripcion|provincia
4618|8|TRES MORROS|Y
4618|9|TUMBAYA|Y
4616|7|VOLCAN|Y
4514|2|AHO CALILEGUA|Y
4631|4|CASPALA|Y
4513|1|PAMPICHUELA|Y
4631|5|SANTA ANA|Y
4513|2|SANTA BARBARA|Y
4631|6|VALLE COLORADO|Y
4644|5|CANGREJILLOS|Y
4644|6|CANGREJOS|Y
4644|7|CARACARA|Y
4653|9|CERRILLOS|Y
4644|8|CHOCOITE|Y
4644|9|EL CONDOR|Y
4651|11|INTICANCHO|Y
4644|10|KILOMETRO 1397|Y
4650|2|LA QUIACA|Y
4644|11|PULPERA|Y
4644|12|PUMAHUASI|Y
4644|13|PUNTA DE AGUA - YAVI|Y
4651|12|RODEO|Y
4650|3|SANSANA|Y
4651|13|SURIPUJIO|Y
4653|10|TAFNA|Y
4651|14|YAVI|Y
9300|1|CORPEN AIKE|Z
9305|1|CA#ADON DE LAS VACAS|Z
9303|3|CDTE L PIEDRABUENA|Z
9300|2|LA BARRANCOSA|Z
9301|1|LAGUNA GRANDE|Z
9300|3|MONTE LEON|Z
9300|4|RINCON GRANDE|Z
9300|5|PTO SANTA CRUZ|Z
9050|1|DESEADO|Z
9050|2|ALMA GAUCHA|Z
9313|1|BAHIA LAURA|Z
9050|3|BAHIA OSO MARINO|Z
9051|1|CABO BLANCO|Z
9011|1|CALETA OLIVIA|Z
9013|1|CA#ADON SECO|Z
9050|4|EL AMANECER|Z
9011|2|EL MANGRULLO|Z
9019|1|FITZ ROY|Z
9050|5|FLORIDA NEGRA|Z
9050|6|GOBERNADOR MOYANO|Z
9053|1|JARAMILLO|Z
9019|2|KOLUEL KAYKE|Z
9017|2|LAS HERAS|Z
9050|7|LAS MARTINETAS|Z
9050|8|LAS SIERRAS|Z
9050|9|LAURA|Z
9050|10|RAMON LISTA|Z
9051|2|MAZAREDO|Z
9050|11|PAMPA ALTA|Z
9050|12|PASO GREGORES|Z
9015|1|PICO TRUNCADO|Z
9017|3|PIEDRA CLAVADA|Z
9050|13|PUERTO DESEADO|Z
9019|3|TEHUELCHES|Z
9050|14|TELLIER|Z
9050|15|TRES CERROS|Z
9300|6|GUER-AIKE|Z
9401|1|BELLA VISTA|Z
9400|1|CABO DE LAS VIRGENES|Z
9407|1|CAMPAMENTO DOROTEA|Z
9401|2|CANCHA CARRERA|Z
9400|2|CERRO LEON|Z
9400|3|CONDOR|Z
9407|2|EL TURBIO|Z
9401|3|EL ZURDO|Z
9401|4|LA ESPERANZA|Z
9401|5|FUENTES DEL COYLE|Z
9401|6|GOBERNADOR MAYER|Z
9400|4|GUER AIKE|Z
9400|5|LA CORRENTINA|Z
9400|6|LAS BUITRERAS|Z
9300|7|LA SOFIA|Z
9400|7|LE MARCHAND|Z
9400|8|MARIA|Z
9400|9|MONTE AYMOND|Z
9400|10|OCHO HERMANOS|Z
9400|11|PALERMO AIKE|Z
9400|12|PALI AIKE|Z
9305|2|PUERTO COYLE|Z
9300|8|PUERTO COIG|Z
9400|13|PUNTA DEL MONTE|Z
9400|14|RIO GALLEGOS|Z
9400|15|TAPI AIKE|Z
9407|3|28 DE NOVIEMBRE|Z
9300|9|YACIMIENTO RIO TURBIO|Z
9405|1|LAGO ARGENTINO|Z
9405|2|BAHIA TRANQUILA|Z
9405|3|CALATATE|Z
9405|4|EL CERRITO|Z
9405|5|EL CORDERO|Z
9405|6|CHARLES FUHR|Z
9405|7|GENDARME BARRETO|Z
9301|2|LAGO SAN MARTIN|Z
9405|8|LAGO VIEDMA|Z
9405|9|MATA AMARILLA|Z
9405|10|PUERTO BANDERA|Z
9301|3|PUNTA DEL LAGO VIEDMA|Z
9405|11|RIO BOTE|Z
9301|4|TRES LAGOS|Z
9040|1|LAGO BUENOS AIRES|Z
9315|1|BAJO CARACOLES|Z
9040|2|CASA DE PIEDRA|Z
9017|4|EL PLUMA|Z
9040|3|EL PORTEZUELO|Z
9040|4|INGENIERO PALLAVICINI|Z
9311|1|LA MANCHURIA|Z
9017|5|LA MARIA|Z
9041|1|LOS ANTIGUOS|Z
9040|5|LOS MONOS|Z
9040|6|PERITO MORENO|Z
9310|1|MAGALLANES|Z
9310|2|JUAN JOSE ALBORNOZ|Z
9310|3|BAJO PICASO|Z
9313|2|CA# 11 DE SEPTIEMBRE|Z
9310|4|EL SALADO|Z
9300|10|LAY AIKE|Z
9310|5|PTO SAN JULIAN|Z
9303|4|RIO CHICO|Z
9303|5|CASA RIERA|Z
9311|2|GOBERNADOR GREGORES|Z
9303|6|LA BAJADA AVENIDA|Z
9303|7|LA ELEONORA|Z
9301|5|LAGO CARDIEL|Z
9315|2|LAGO POSADAS|Z
9311|3|LA PENINSULA|Z
9400|16|LAS ORQUETAS|Z
9315|3|PASO ROBALLO|Z
9315|4|TAMEL AIKE|Z
9311|4|TUCU TUCU|Z
2202|2|PUERTO SAN MARTIN|S
2550|1|BELL VILLE|X
2252|2|GALVEZ|S
2679|1|PASCANAS|X
6700|3|LUJAN|B
1838|1|LUIS GUILLON|B
2142|7|LUCIO V. LOPEZ|S
2643|1|CAFFERATA|S
1846|4|ALMIRANTE BROWN|B
5900|1|VILLA MARIA|X
2553|1|JUSTINIANO POSSE|X
2701|5|GRAL. GELLY|S
1878|1|QUILMES|B
2804|2|CAMPANA|B
5600|1|SAN RAFAEL|M
2659|1|MONTE MAIZ|X
1706|3|HAEDO|B
3116|5|CRESPO|E
2557|0|IDIAZABAL|X
3057|5|LA GALLARETA|S
2564|1|MONTE LE\A5A|X
1842|1|MONTE GRANDE|B
1054|1|LOS TOLDOS|B
3103|2|VILLA LIB SAN MARTIN|E
3586|4|LAS TOSCAS|S
1108|1|OLIVOS|B
2621|1|GUATIMOZIN|X
2740|3|ARRECIFES|B
2635|3|CA*ADA DE UCLE|S
9999|15|VILLA GIARDINO|X
9999|13|EZEIZA|B
1761|2|PONTEVEDRA-MERLO|B
1754|3|LUZURIAGA|B
2657|2|LABORDE-UNION|X
3226|1|MOCORETA|W
5429|1|RINCONADA|J
5903|1|VILLA NUEVA|X
1684|2|CIUDAD JARDIN|B
1854|2|PUNTA ALTA|B
9999|12|W ESCALANTE|X
8316|6|VILLA CHOCON|Q
5521|1|CAPILLA DEL SE\D1OR|M
9999|20|TIERRA DEL FUEGO||
5519|1|V NVA DE GUAYMALLEN|M
7620|2|BALCARCE|B
7130|1|CHASCOMUS - BS.AS.|B
9999|14|CINTIA|X
3283|5|SAN JOSE|E
1000|1|CAPITAL FEDERAL|C
3144|4|SAUCE DE LUNA|E
5843|0|ADELIA MARIA|X
8300|0|NEUQUEN|Q
1804|1|LA UNION EZEIZA|B
9999|22|BUENOS AIRES|B
1775|1|LA RIBERA|S
1842|2|ESTEBAN ECHEVERRIA|B
9999|16|EL CALAFATE|Z
1641|1|ACASSUSO|B
5519|2|SAN JOSE DE GLLEN.|M
9999|17|3 DE FEBRERO|B
9999|18|SALTA|A
3158|0|L. GONZALEZ NOGOYA|E
9999|19|MONTE CASEROS|W
6660|1|25 DE MAYO|B
6555|3|DAIREAUX|B
2204|2|TIMBUES|S
1882|1|EZPELETA|B
9999|21|H PRIMO-CASTELLANOS|S
2563|2|NOETINGER|X
3342|10|GOBERNADOR VIRASORO|C
6453|3|LAS PRADERAS|B
1879|1|FCO SOLANO -QUILMES|B
9999|23|LA MATANZA|B
1629|5|VILLA ROSA|B
9999|24|CNEL DORREGO|M
3463|3|RIACHUELO|W
5133|1|SANTA ROSA|X
9999|25|VILLA MONTENEGRO|X
4711|13|COLLAGASTA|K
9999|26|CIUDAD EVITA -LA MAT|B
9999|27|SINSACATE- TOTORAL|X
3357|3|SAN JAVIER|N
9999|28|SAN JOSE DEL BOQUERO|H
5864|2|VILLA DEL PARQUE|X
5877|2|VILLA DE LAS ROSAS|X
3220|1|MONTE CASEROS|W
1885|3|PLATANOS (BS.AIRES)|B
6249|1|PIEDRITAS|B
5577|3|JUNIN|M
2119|4|PI*ERO|S
6100|4|VILLA ROSELLO|S
8521|6|LAS GRUTAS|R
3011|20|SANTA MARIA|S
2655|1|WENCESLAO ESCALANTE|X
1429|1|CIUDAD AUTONOM BS AS|
1003|1|CIUDAD AUTONOM BS AS|
5925|1|PASCO|X
1009|1|CIUDAD AUTONOM BS AS|B
3197|4|LIBERTADOR|W
4178|10|EL TALAR KM 11 C ALT|T
5521|2|VIL NUEV GUAYMALLEN|M
5000|9|B\AA S LORENZO CAPITAL|X
6003|5|FERRE P GAL ARENALES|B
3450|5|LAVALLE|W
2903|1|EREZCANO|B
1414|1|CIUD AUTONOM BS AS|B
2568|1|MORRISON DTO UNION|X
5907|2|SILVIO PELLICO|X
4568|2|PROF SALVADOR MAZZA|A
5101|30|CAMPOS DEL VIRREY|X
2651|1|PUEBLO ITALIANO|X
2109|4|CAMPO RUEDA|S
2103|8|JUAN B MOLINA|S
